,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,cluster
6314,6315,140000,1,1,2,28,0,0,0,0,0,0,132880,133904,134552,135151,136327,136647,6400,7000,5000,5200,5100,5000,0,3.0
6317,6318,210000,1,2,1,35,0,0,0,0,0,0,128595,131627,136428,54058,55398,56698,4606,6815,1800,2000,2000,2000,0,3.0
6332,6333,170000,1,1,1,60,0,0,0,0,0,0,170359,178514,98196,100108,95629,89472,11700,3600,3500,3500,3300,3500,1,3.0
6333,6334,220000,2,2,1,44,0,0,0,0,0,2,136838,142250,149864,155828,178160,175140,10000,10000,10000,25000,0,20000,0,3.0
6335,6336,360000,2,2,2,34,0,0,0,0,0,0,122193,109382,109845,105271,96644,94973,5004,4031,3082,7018,2755,1813,0,3.0
6347,6348,260000,2,2,2,31,-1,3,2,2,2,0,82274,80426,78536,94069,92447,95925,0,0,17000,0,5015,4293,0,3.0
6351,6352,260000,2,1,2,30,2,0,0,0,0,0,94114,96689,101023,93738,96218,102547,5000,6000,5000,4000,8000,5000,1,3.0
6360,6361,140000,2,2,2,32,0,0,0,0,0,0,121508,99470,83330,57609,59526,31515,5000,4000,3000,3000,2500,0,0,3.0
6373,6374,100000,1,1,1,52,4,5,4,3,2,0,101762,102832,100328,97883,96238,96160,3504,0,0,0,3469,3422,1,3.0
6375,6376,80000,2,2,1,29,0,0,0,0,0,0,78293,79555,77025,76991,79066,75356,3161,4000,3000,3500,3100,5700,0,3.0
6380,6381,150000,1,2,1,32,0,0,0,0,0,0,141346,145483,146410,142858,146007,130721,10000,7000,4000,8071,4000,3283,0,3.0
6382,6383,80000,2,2,1,30,1,2,0,0,0,0,82891,80997,81380,75374,77158,78710,0,3299,2699,3000,2987,3100,0,3.0
6383,6384,90000,1,2,2,29,0,0,0,0,0,0,86294,88412,89853,69362,70537,56775,4400,4111,2100,2200,2510,2000,0,3.0
6387,6388,250000,2,1,2,28,0,0,0,0,0,0,273927,211551,132145,88487,66701,52054,21700,11710,6030,9150,11600,48930,0,3.0
6412,6413,160000,1,2,2,45,0,0,0,0,0,0,131895,132154,129237,90981,92580,77184,5336,4900,2807,2898,2713,2885,1,3.0
6416,6417,110000,2,2,1,39,2,2,0,0,2,2,110109,106656,104407,108689,106342,111575,0,5200,7700,0,7800,0,1,3.0
6420,6421,200000,1,2,2,33,0,0,0,0,0,2,80012,81703,83290,85085,89707,63787,2972,2952,3107,6056,0,3000,1,3.0
6421,6422,290000,2,2,2,28,0,0,0,0,0,0,133789,137875,124871,118193,121283,124109,6300,6000,5000,5000,5000,5000,0,3.0
6426,6427,100000,2,1,2,24,3,2,2,2,0,0,100016,97562,104365,101783,101603,103457,0,8440,0,3873,7733,0,1,3.0
6428,6429,130000,2,2,2,25,2,2,0,0,0,0,138910,119948,135259,95956,97770,92206,0,18259,3456,3770,3706,3708,1,3.0
6431,6432,240000,1,1,1,37,0,0,0,0,0,0,191748,169943,137358,132792,135652,139389,7000,4883,4753,5000,6000,6000,0,3.0
6443,6444,110000,2,2,2,32,0,0,0,0,0,0,108159,106812,108464,108829,110557,106082,5400,5400,4100,4100,4100,4200,0,3.0
6444,6445,120000,2,2,2,48,0,0,0,0,0,-1,116183,116394,113245,48888,40241,49923,5078,2657,978,805,52169,1600,0,3.0
6454,6455,180000,2,2,1,25,0,0,0,0,0,0,134733,120775,112784,114794,105248,107130,9148,4030,4211,3798,4000,4327,0,3.0
6459,6460,180000,1,3,2,47,0,0,0,0,2,0,67011,69935,72031,77597,72079,66310,4000,4000,7501,0,3001,10000,0,3.0
6464,6465,120000,1,2,2,29,0,0,0,0,0,0,118277,121004,118774,91369,88015,88087,6513,3740,3215,3300,3405,3303,0,3.0
6477,6478,380000,2,1,2,32,-1,0,0,0,0,0,91806,100291,108245,109006,117195,121246,10000,10000,10000,10001,6000,38000,0,3.0
6482,6483,190000,1,2,2,26,0,0,0,0,0,0,155260,136185,139013,140035,146365,148961,7416,6900,5100,10000,5500,6700,0,3.0
6489,6490,250000,2,2,2,31,1,2,0,0,0,0,59878,58348,59530,60668,59786,130890,0,2150,2116,65,72460,5000,1,3.0
6497,6498,190000,2,2,1,40,0,0,2,0,0,0,184276,191540,192422,150300,92391,93119,15000,6000,6000,4000,4000,3300,0,3.0
6499,6500,140000,2,2,2,26,0,0,0,0,2,0,141057,144306,141949,141345,136379,126211,7200,19000,10400,0,4931,9100,0,3.0
6501,6502,180000,2,5,1,54,0,0,0,0,0,0,88545,90403,92245,94082,96050,97963,3279,3343,3366,3483,3507,3628,0,3.0
6539,6540,80000,2,1,2,28,0,0,2,2,2,2,75709,80033,78145,80584,81693,78470,6800,0,6000,3000,0,5100,1,3.0
6542,6543,120000,2,3,1,52,0,0,0,0,0,0,117029,118439,118437,116456,116957,119366,5800,4500,4120,4388,4500,4350,0,3.0
6544,6545,360000,1,3,1,32,0,0,0,0,0,0,89120,191329,92915,52341,51739,55079,105484,4500,2000,2100,4400,2934,0,3.0
6562,6563,270000,2,2,2,29,0,0,0,0,0,0,150185,141926,135741,126197,118340,110557,4988,7000,5000,5000,5000,5000,0,3.0
6565,6566,180000,1,2,2,28,0,0,0,0,0,0,78128,81976,83338,90031,93692,96100,5000,4000,8000,5000,4000,5500,0,3.0
6577,6578,160000,2,1,1,41,0,0,0,0,0,0,120528,100050,102324,104697,103202,94360,7000,4000,4000,4115,4000,3690,0,3.0
6582,6583,200000,1,2,2,29,2,2,2,2,2,2,172325,174082,177684,180259,183704,186507,6000,8000,7000,6500,6000,5600,1,3.0
6606,6607,260000,2,1,2,36,0,0,0,0,0,0,107350,110114,112189,114503,117031,112857,4500,4000,4000,4200,8790,4200,0,3.0
6614,6615,260000,2,2,2,31,0,0,0,0,0,0,166071,137702,77683,163040,86008,88575,7000,3000,7152,8000,4000,4000,0,3.0
6640,6641,130000,1,1,2,30,0,0,0,0,0,0,130705,132472,129576,129829,125382,124942,6500,4700,5000,4600,5200,4500,1,3.0
6641,6642,160000,1,1,2,26,0,0,0,-1,-1,-1,135233,130038,79027,6666,6666,6666,5600,3715,6666,6666,6666,6666,0,3.0
6642,6643,200000,1,1,2,29,0,0,0,2,2,2,137218,141808,151020,152040,164405,161525,6808,11620,5000,15000,0,4089,0,3.0
6646,6647,140000,1,2,1,29,0,0,0,0,0,0,130767,134946,130470,132038,131961,124256,6696,5000,4866,5300,5055,5000,0,3.0
6651,6652,110000,1,2,2,29,0,0,0,0,0,0,107221,109494,111954,111771,111703,111864,4000,4300,4164,4500,4200,5000,0,3.0
6654,6655,190000,2,1,2,26,2,0,0,0,0,0,204297,106428,109736,111487,114878,118541,6355,6500,5000,5117,5644,4767,1,3.0
6663,6664,180000,1,2,2,30,0,0,0,0,0,0,145563,147348,143548,133408,136481,140008,10035,5096,5000,5200,6024,5015,0,3.0
6676,6677,210000,1,1,2,30,0,0,2,0,0,0,99342,99506,100117,101212,101197,103175,4900,4100,3600,4500,4000,3900,0,3.0
6680,6681,130000,1,2,1,39,0,0,0,0,0,0,88014,88951,90672,89252,91118,95105,3245,3217,3177,3286,4200,2500,0,3.0
6681,6682,80000,2,2,1,28,0,0,0,0,0,0,77857,80002,82020,73904,75558,77279,4000,4000,3000,3000,3000,3000,0,3.0
6685,6686,280000,2,2,2,29,0,0,0,0,0,0,140888,143746,55506,56741,57983,59185,5040,3000,2000,2000,2000,3000,0,3.0
6686,6687,220000,1,1,2,29,2,2,2,2,2,2,124820,126740,121910,89608,53535,36312,6300,0,6000,2500,0,1500,1,3.0
6690,6691,150000,2,3,2,47,0,0,0,0,0,0,153720,150540,153103,152060,151470,151974,7000,7000,5200,5500,6300,5100,0,3.0
6693,6694,280000,1,1,1,42,0,-1,-1,0,0,0,18958,2640,182251,173922,160553,147124,2676,189570,6084,5798,4627,3589,0,3.0
6700,6701,100000,2,2,2,25,2,0,0,0,0,0,88420,89705,91943,71201,69804,71088,3600,4000,2500,2700,2600,2600,1,3.0
6702,6703,200000,2,2,2,30,6,5,4,3,2,0,71310,69676,67976,68468,67439,56163,0,0,2000,0,1925,1130,1,3.0
6704,6705,130000,1,2,2,25,0,0,0,0,-1,0,126454,128179,75525,76862,6131,27117,4252,3000,1537,10000,21300,651,0,3.0
6712,6713,100000,1,2,2,50,0,0,0,0,0,0,104466,96370,81293,66435,64975,66951,4000,3000,3000,3000,3000,3000,0,3.0
6718,6719,200000,2,2,2,29,0,0,2,0,0,0,69412,69878,64222,50518,44892,76088,4012,2008,3008,9056,36100,22500,0,3.0
6721,6722,140000,1,2,2,55,0,0,0,0,0,0,162452,164055,141301,99115,101597,101290,5000,140000,4000,4000,4000,4000,0,3.0
6723,6724,200000,1,1,1,46,1,2,2,2,2,2,73537,71796,80453,58257,97180,95531,0,10000,0,40000,0,15000,1,3.0
6724,6725,230000,2,3,1,31,0,0,0,0,0,0,184444,182933,178409,175091,171800,168476,7016,5500,5125,5031,4969,5071,0,3.0
6726,6727,160000,1,2,2,34,2,2,2,2,2,2,73820,72341,76917,75370,81943,80203,0,5500,0,7500,0,2000,1,3.0
6727,6728,220000,1,1,2,29,0,0,0,0,0,0,216096,189566,183838,157898,164860,168294,10110,12000,5852,10000,6610,5836,0,3.0
6742,6743,210000,2,5,2,29,0,0,0,0,0,0,67931,65289,64778,65861,63794,65069,12411,13000,12340,14000,12364,13000,0,3.0
6749,6750,250000,2,1,2,30,0,0,2,0,0,2,77245,84828,82228,83116,87990,86564,8722,0,3010,6249,0,3212,0,3.0
6758,6759,200000,2,2,1,51,0,0,0,0,0,2,128208,131152,133976,136646,145147,142651,5000,5000,4888,10700,0,10100,1,3.0
6759,6760,180000,2,2,2,29,0,0,0,2,2,0,100534,102971,108232,108628,94416,178120,5364,8633,3600,0,3700,9603,0,3.0
6780,6781,150000,1,3,1,43,0,0,0,0,0,0,150797,52509,50683,46602,40599,37192,3008,2014,1599,2014,2018,1041,0,3.0
6786,6787,120000,2,2,1,30,0,0,0,0,0,0,84094,85804,86212,87003,88833,92348,3081,4001,3114,3232,5000,4000,0,3.0
6793,6794,310000,2,2,1,29,0,0,0,0,0,0,182202,162547,140911,111881,78759,78877,5118,3758,3901,2206,3089,3023,0,3.0
6797,6798,320000,1,2,2,34,0,0,0,0,0,0,173742,167837,100407,88717,179,-336,8100,6000,7000,2,0,2003,0,3.0
6798,6799,120000,2,1,2,32,0,0,0,0,0,0,81878,83429,77262,78783,75252,77090,3014,5000,5000,2726,4000,3000,0,3.0
6802,6803,180000,2,1,2,30,0,0,0,0,0,0,173094,131039,132269,144990,152632,155935,7000,4900,15000,10000,6000,6500,0,3.0
6808,6809,160000,2,2,2,30,0,0,0,0,0,0,124178,118255,111807,107418,90471,86363,4507,4000,3500,3300,3500,3000,0,3.0
6820,6821,220000,2,2,1,32,-2,-2,-2,-2,-2,-1,183718,172250,175771,180794,184650,167856,6243,6376,7942,8270,170000,6002,1,3.0
6822,6823,140000,2,2,1,27,0,0,0,0,0,0,126771,132730,124689,105447,106704,97725,10000,5000,5000,5000,5000,5000,0,3.0
6823,6824,90000,2,2,1,51,0,0,0,0,0,0,112577,105189,97048,88247,88564,90145,4000,3330,3087,3162,4496,4003,1,3.0
6826,6827,110000,2,1,1,37,0,0,2,2,0,0,106658,111694,112131,108106,109798,107372,10800,3808,0,4000,5000,5000,0,3.0
6829,6830,180000,1,2,1,53,0,0,0,0,0,0,173481,176308,179878,182005,175016,178293,7900,8000,7000,6565,6800,6100,1,3.0
6838,6839,80000,2,2,2,42,2,2,2,2,2,2,73981,76489,77611,78683,80315,81887,9625,3000,2900,3000,3000,0,1,3.0
6844,6845,120000,2,1,2,29,0,0,0,0,0,0,110488,107488,97021,86283,87345,81666,4000,5000,3000,3300,3010,3000,0,3.0
6845,6846,130000,2,2,2,34,0,0,0,0,2,0,99593,100415,103618,107525,104042,100190,4050,5600,7800,0,3900,3100,1,3.0
6847,6848,350000,1,1,2,32,0,0,0,0,0,0,92134,120340,142794,101923,103119,84834,30000,25000,5000,5000,4000,5000,0,3.0
6853,6854,290000,1,3,2,34,0,0,0,0,0,0,5451,6230,140802,143354,146225,148820,1200,135000,5200,5500,5500,5400,1,3.0
6854,6855,180000,1,1,1,35,1,2,2,2,2,2,133424,134835,131176,139976,138325,146136,5000,0,11000,700,10300,0,1,3.0
6860,6861,180000,1,2,1,42,0,0,0,0,0,0,87815,79072,59852,60761,62425,63982,3800,3000,2500,2800,3000,2000,0,3.0
6861,6862,210000,2,1,2,31,2,2,2,2,0,0,131297,128743,129104,125887,112439,104537,9735,4000,0,4000,3850,12203,1,3.0
6862,6863,180000,2,2,1,36,0,0,0,0,0,0,111190,113912,116231,117803,120350,124190,6000,5700,5000,4600,6000,3500,0,3.0
6869,6870,210000,1,1,2,38,0,0,0,0,0,0,103310,111472,79503,75528,72567,69502,107651,2861,2388,3000,3000,2500,0,3.0
6882,6883,230000,2,5,2,45,0,0,0,0,0,0,144407,146277,149338,152555,155934,159332,5400,5500,5700,6000,6000,6000,0,3.0
6884,6885,110000,1,2,1,38,2,2,2,0,0,2,96898,96071,93321,94034,99531,96614,4826,5,4000,7300,0,4000,1,3.0
6898,6899,130000,2,3,2,39,0,0,0,2,0,0,133825,134495,133745,130814,130758,123468,7500,10000,0,4500,4500,4179,0,3.0
6901,6902,300000,2,1,2,26,0,0,-1,-1,0,-1,293554,291421,3760,3359,10670,2969,7877,5016,5008,10032,2977,11875,0,3.0
6904,6905,180000,2,4,1,30,0,0,0,-1,-1,-1,107337,101268,101754,15147,2187,7382,3735,2231,15147,2187,7382,850,0,3.0
6910,6911,180000,1,1,1,38,0,0,0,0,0,0,181302,181271,180439,182958,181287,179734,6747,6573,6506,6581,6801,6100,0,3.0
6911,6912,150000,2,2,1,38,0,0,0,0,0,0,140133,140414,141314,141000,142358,143358,6601,6501,5201,5501,5282,5200,0,3.0
6918,6919,260000,2,2,2,40,0,0,0,0,0,0,241565,244619,127074,14,124493,128463,13000,6500,0,124479,6000,6500,0,3.0
6928,6929,140000,2,1,2,31,0,0,0,0,0,0,112936,117021,107837,96546,95489,97347,6000,5000,3400,3617,3600,3700,0,3.0
6931,6932,220000,1,1,2,28,0,0,0,0,0,0,127021,132595,102667,108998,117186,121062,28500,5000,9604,10000,6000,14000,0,3.0
6935,6936,200000,1,1,1,41,0,0,0,0,0,0,90930,94502,93559,95060,88930,-23670,5032,2263,1901,1779,0,0,0,3.0
6937,6938,200000,1,2,2,27,1,2,2,2,2,2,112050,115353,112099,118764,120780,123710,6501,0,10000,4001,5000,0,0,3.0
6952,6953,180000,2,2,2,31,0,0,0,0,0,0,176731,177490,178659,138243,138023,137923,6814,7756,4788,5100,5500,5100,0,3.0
6975,6976,100000,2,3,1,36,2,2,2,2,2,2,92675,92857,80748,80708,75366,76590,3445,709,6077,2805,2906,0,0,3.0
7005,7006,100000,2,2,2,28,0,0,0,0,0,0,101557,101518,97664,70995,70183,71068,5000,4000,2700,2500,2800,2600,0,3.0
7021,7022,210000,2,2,2,43,0,0,0,0,0,0,180962,181870,159975,138349,112371,111979,6601,5085,4087,4220,27704,73000,0,3.0
7027,7028,270000,2,1,2,27,-1,0,0,0,0,2,153201,136157,115733,93359,55264,11292,5933,9851,4214,4300,0,1000,0,3.0
7037,7038,120000,1,1,1,52,2,2,2,2,3,2,112593,112623,115258,119620,118928,121619,3300,6000,7800,1500,4800,0,0,3.0
7050,7051,210000,2,3,1,55,0,0,0,0,0,0,217016,204418,204377,146575,144521,147938,8049,9000,6000,5500,5816,5500,1,3.0
7062,7063,200000,2,2,2,30,0,0,0,0,0,0,193300,191254,176720,164729,162097,154016,6860,5870,5009,5543,6037,5002,0,3.0
7068,7069,150000,1,2,1,37,2,2,2,2,2,2,106628,100750,86686,78497,67612,55050,7400,0,4800,1800,0,2100,1,3.0
7071,7072,100000,1,1,2,32,1,2,2,0,0,0,95794,97390,94110,92823,68136,53170,4000,0,2000,2000,3000,0,0,3.0
7073,7074,140000,2,2,2,31,3,3,2,2,2,2,124716,127047,128479,129869,132540,135201,5800,5000,5000,4900,5000,5000,1,3.0
7081,7082,200000,2,2,1,36,-1,0,0,0,0,0,136286,183615,184792,195062,195156,192436,50000,7000,15000,7500,7500,10000,1,3.0
7084,7085,210000,2,1,1,40,0,0,0,0,0,0,206803,207471,152365,146625,146163,146180,7876,5400,6000,6000,6000,10000,0,3.0
7088,7089,190000,2,2,1,55,0,0,0,0,0,0,104344,106814,104047,88269,90264,88823,6003,5009,5750,3500,3500,3200,0,3.0
7089,7090,230000,2,1,2,28,0,0,0,0,0,0,95956,87294,85336,81640,82462,80964,4231,4061,2846,2800,2909,2601,1,3.0
7090,7091,120000,2,2,2,29,0,0,0,0,0,0,114538,117171,115941,116877,117359,117029,6000,5500,4160,4120,4250,4380,0,3.0
7099,7100,170000,1,2,2,41,0,0,0,0,0,0,162500,122372,66038,67934,69834,71668,4781,3000,3000,3000,3000,3000,0,3.0
7100,7101,150000,2,2,2,24,0,0,0,0,0,0,108924,109705,108748,108116,108951,109901,4000,5500,4000,4100,4300,4000,0,3.0
7111,7112,270000,1,1,2,40,0,0,0,0,0,0,193444,202284,199443,147121,162262,107338,15000,7000,10000,25000,15000,15000,0,3.0
7116,7117,120000,1,1,2,29,-2,-2,-2,-2,-2,-2,119324,119255,120584,70990,0,0,5025,4023,3300,0,0,68010,0,3.0
7118,7119,130000,2,1,2,30,2,2,2,2,2,0,124651,128263,129669,131057,128857,131469,7100,5000,5000,0,4928,4574,1,3.0
7121,7122,260000,2,2,1,47,0,0,0,0,0,0,164137,167734,171932,175152,180719,183138,10000,10000,9000,10000,7000,6000,0,3.0
7122,7123,390000,1,1,1,45,2,2,0,0,0,0,185204,180455,131386,131879,115183,75131,0,6000,3500,5000,4500,3000,1,3.0
7123,7124,340000,2,1,2,42,0,0,0,-1,-1,-1,308023,327245,206832,1682,1352,1520,27245,9184,1682,1352,1520,1442,0,3.0
7124,7125,140000,2,2,2,24,-2,-2,-2,-2,-2,-2,137037,127771,124714,73593,73344,78629,5053,3615,2573,2858,8000,2000,1,3.0
7125,7126,220000,2,2,2,39,0,0,0,0,0,0,142186,141068,140391,140549,140303,140737,7000,7000,5006,6000,6312,6000,0,3.0
7131,7132,200000,2,2,2,34,0,0,0,0,0,0,189279,195200,60278,58972,55731,99900,10000,5023,5000,5000,50000,4000,0,3.0
7132,7133,150000,1,1,1,35,0,0,0,0,0,0,160292,153981,129725,103050,54447,46943,6100,5100,4200,1900,1600,1500,1,3.0
7136,7137,150000,2,3,1,29,0,0,0,0,0,0,118025,120493,123087,124843,127431,130008,4278,4500,3700,3716,3768,4000,0,3.0
7140,7141,100000,2,2,2,24,0,0,0,0,0,0,94056,96272,97464,80034,80533,77479,3730,3033,2676,2796,2806,2379,0,3.0
7144,7145,100000,2,2,2,30,2,2,2,2,2,2,96638,98491,99983,100555,103300,101471,4300,4000,3100,4500,0,3845,1,3.0
7152,7153,210000,2,1,1,34,0,0,0,0,0,0,74261,75602,76062,76287,76971,77737,3500,3300,3000,3000,3000,3000,0,3.0
7153,7154,150000,2,2,1,37,0,0,0,0,0,-2,144744,147891,116541,114511,0,0,4610,2336,2290,0,0,0,0,3.0
7158,7159,180000,2,2,2,30,0,0,0,0,0,0,63182,64274,55112,56394,57577,58564,2166,2002,2200,2242,2100,2330,0,3.0
7162,7163,90000,2,2,1,26,2,0,0,0,0,0,89947,91929,88433,88010,87814,87831,5000,4300,3500,3500,3700,3100,0,3.0
7188,7189,290000,1,2,1,33,0,0,0,0,0,0,190547,173438,154966,131245,130861,120312,7158,5816,5000,5000,5000,4000,0,3.0
7205,7206,130000,2,2,2,25,0,0,0,0,3,2,107594,109896,112064,130239,127980,130305,4023,4030,20000,0,4500,0,1,3.0
7208,7209,130000,1,1,2,30,0,0,2,0,0,0,90864,104418,100455,38632,35826,36730,16000,0,1500,1395,1500,1511,0,3.0
7209,7210,230000,2,5,2,23,0,0,0,0,0,0,55197,53593,53470,137734,135386,14718,2712,1551,95022,3015,3003,153001,0,3.0
7216,7217,80000,2,3,1,46,2,0,0,0,0,2,77490,80204,79650,81338,81438,80959,5000,4000,4003,13000,3515,0,1,3.0
7221,7222,80000,2,3,1,65,0,0,0,0,0,0,80260,82116,80299,81416,81617,81607,3750,3520,3069,3271,3262,3237,0,3.0
7231,7232,180000,1,2,1,45,0,0,0,0,0,0,119109,119166,121661,122244,119536,109210,6000,6000,5000,4200,3862,3887,0,3.0
7239,7240,190000,2,3,1,41,2,0,0,2,0,0,185738,187764,100526,94909,94804,94007,7762,7700,0,3545,3386,3575,1,3.0
7250,7251,160000,2,2,2,23,-1,2,0,0,0,-1,116212,88542,68311,48875,37261,4267,0,2483,900,20000,4267,24659,1,3.0
7256,7257,150000,1,2,2,27,0,0,0,0,0,0,134492,138107,89238,49677,97028,99214,6000,7000,2200,48500,3600,3500,0,3.0
7259,7260,210000,1,2,2,28,-2,-2,-2,-2,-2,-2,198724,200500,0,0,0,0,4500,0,0,0,0,0,0,3.0
7262,7263,140000,2,1,2,32,0,0,0,0,2,2,142043,0,137909,138999,137275,136141,7000,0,5000,9100,3400,0,0,3.0
7271,7272,340000,2,2,2,39,-2,-2,-1,-1,0,0,56412,45990,84050,172925,140040,95230,10034,50024,100108,4933,10114,2014,0,3.0
7278,7279,150000,1,1,1,50,0,0,0,0,0,0,101639,91674,135883,95806,97648,99737,3820,50001,3569,3529,3697,5229,0,3.0
7291,7292,150000,1,1,1,41,2,2,2,0,0,2,113358,124745,121249,124237,132252,134925,14779,0,5000,10000,5000,0,1,3.0
7292,7293,240000,2,3,1,41,1,-2,-2,-1,0,0,-2225,-8523,-10951,88670,199444,178706,12,16,103751,117086,6146,4501,0,3.0
7304,7305,180000,2,2,1,37,0,0,0,0,0,0,78089,75159,76602,76896,78588,77770,3333,3310,2900,3040,3500,2300,0,3.0
7310,7311,90000,2,2,2,23,2,3,3,2,2,2,82623,86621,84369,82117,84395,85739,5900,0,0,3600,2900,3500,1,3.0
7316,7317,230000,1,2,1,50,0,0,0,0,0,0,94314,96269,56058,57174,58371,59561,4082,1990,2003,2074,2115,2094,1,3.0
7318,7319,360000,2,1,2,28,0,0,0,0,0,0,152072,151168,153306,144485,145601,140336,5708,6059,5009,5021,5027,100017,0,3.0
7321,7322,360000,1,1,2,28,0,0,0,0,0,0,78398,86955,127146,103273,91933,108163,25126,60259,27208,31262,90114,30463,0,3.0
7323,7324,320000,1,1,1,43,0,0,0,0,0,0,110032,110045,112393,111541,114934,118228,4028,4000,5000,5000,5000,5000,0,3.0
7339,7340,110000,1,3,1,35,2,0,0,0,2,2,67591,69773,71886,76767,78462,79890,3200,3200,6000,3000,2800,3200,1,3.0
7340,7341,240000,2,1,2,28,0,0,0,0,0,0,168068,168685,94520,14422,12552,20550,6042,3558,1000,600,10550,9000,0,3.0
7343,7344,190000,2,3,1,42,0,0,0,0,0,0,113516,116157,115639,115849,118313,119973,6000,5581,4237,4423,5000,8888,0,3.0
7344,7345,100000,2,3,2,50,0,0,2,0,0,0,84027,88734,86369,89994,89681,89849,7500,0,5001,3390,4000,10000,0,3.0
7351,7352,210000,2,2,2,30,0,0,2,2,2,0,89670,94043,85022,90779,84209,70162,7500,103,10000,0,3000,2000,0,3.0
7358,7359,150000,2,2,2,27,0,0,0,0,0,0,146778,139111,134382,134593,91112,68482,6554,10000,4749,3304,2285,700,0,3.0
7361,7362,150000,2,1,2,30,0,0,0,0,0,0,150426,151052,143488,142419,145100,153229,5520,5200,5100,5300,10900,0,0,3.0
7367,7368,100000,2,2,1,37,-1,0,0,0,0,0,87055,84712,76202,72368,71384,70346,3000,3403,2656,2500,2600,3000,0,3.0
7371,7372,140000,2,2,2,36,0,0,2,2,0,0,134783,142708,143475,136331,135778,135910,12800,5000,0,5100,5000,5000,0,3.0
7376,7377,130000,2,2,2,31,1,2,2,0,0,0,120890,122275,109903,80909,71679,66169,5200,47,3000,2800,2713,2000,0,3.0
7380,7381,320000,2,2,1,29,0,0,0,0,0,0,145907,150336,110569,106095,92573,89650,30236,5004,4086,5033,5020,3006,0,3.0
7393,7394,100000,2,2,1,41,0,0,0,0,0,0,107224,107126,101859,79519,74368,58481,7000,3533,2673,3500,4303,3023,0,3.0
7416,7417,110000,1,2,2,34,2,0,0,0,0,2,108180,107597,89775,47139,47259,46348,5000,3000,2020,5000,0,3000,0,3.0
7425,7426,180000,2,1,1,38,1,2,0,0,0,0,114413,111165,117004,119542,122452,130293,0,10000,6000,5000,10000,6500,0,3.0
7428,7429,130000,2,1,2,32,0,0,0,0,0,0,126080,129104,130745,127344,127809,119976,7000,8000,5000,4500,4500,5000,0,3.0
7431,7432,110000,2,1,3,33,0,0,0,0,0,0,165090,106448,103618,79687,76742,77096,4259,3212,28246,2730,2834,2711,0,3.0
7435,7436,130000,1,1,2,37,0,0,0,0,0,0,116093,100296,95053,96146,98310,95726,3647,4198,3490,3800,3920,3447,1,3.0
7443,7444,170000,1,3,2,26,2,0,0,0,0,0,74453,66087,60649,61408,59390,57037,5020,3003,3009,2013,3041,3000,1,3.0
7446,7447,120000,1,3,1,40,0,0,0,0,0,0,88185,91748,94242,88828,97643,79371,5000,4251,6000,10000,3019,13154,0,3.0
7447,7448,240000,2,2,1,31,2,0,0,0,0,0,71876,72382,72155,72543,73011,73484,3100,2400,2367,2435,2500,3000,1,3.0
7450,7451,150000,2,3,2,32,0,0,0,0,0,0,113932,87187,81491,77078,66927,50881,2500,3000,2000,5000,5055,5000,1,3.0
7454,7455,120000,2,1,2,29,0,0,0,0,0,0,121805,120933,120629,116316,117358,118560,4600,4300,4200,4219,4500,7600,0,3.0
7457,7458,100000,2,2,1,34,0,0,0,0,0,0,102724,100186,102604,101856,101105,101071,4600,5000,4000,4000,4200,3800,0,3.0
7466,7467,490000,2,2,2,52,0,0,0,0,0,0,191937,194347,202400,46634,47622,50844,7133,11365,1700,1740,4026,2060,0,3.0
7469,7470,230000,2,2,1,35,0,0,0,0,0,0,76050,76921,65452,61129,55199,55380,3000,4000,3000,3000,2000,3000,0,3.0
7470,7471,170000,2,2,2,28,0,0,0,0,0,0,169531,174799,179868,177952,176160,175304,8000,8000,7000,7000,8000,9000,0,3.0
7478,7479,100000,2,3,1,44,0,0,0,0,0,0,80808,77825,70721,69603,65499,62296,3025,3000,3000,3000,3000,3000,0,3.0
7480,7481,110000,1,2,2,28,2,2,2,2,0,0,111541,113676,114223,110876,107710,90071,5400,4000,0,4000,3700,4000,1,3.0
7489,7490,200000,2,3,1,40,0,0,0,0,0,2,158809,150904,144302,137700,135443,128229,5380,5141,5032,9400,4400,0,0,3.0
7494,7495,330000,1,1,2,32,0,0,0,0,0,0,162657,151305,138277,141453,112633,121242,5500,4723,5500,4000,10700,4500,0,3.0
7509,7510,230000,2,3,1,30,0,-1,0,0,0,0,134272,238601,135099,133431,53103,49586,107000,3826,5000,5000,2000,3000,0,3.0
7512,7513,130000,2,2,2,23,0,0,0,0,0,0,113900,109062,105252,103969,104254,99525,5000,6000,10000,10000,5000,9000,0,3.0
7518,7519,160000,1,2,2,37,0,0,0,0,0,0,119165,118392,117553,113256,112678,111924,6008,6011,3606,3803,4003,3311,0,3.0
7520,7521,400000,2,2,1,24,0,0,0,0,0,0,176294,190256,89128,39276,23440,59922,44776,1502,2026,1015,52100,5101,0,3.0
7537,7538,140000,2,2,2,38,0,0,0,0,0,2,141453,132415,130305,79775,74462,74954,8000,3100,3000,5417,0,500,0,3.0
